embedding,stop_words,lemmatization,hidden_dim_1,hidden_dim_2,lstm_stack,dropout,dropout_rate,sample_weights,trainable,accuracy,precision_0,precision_1,precision_2,precision_macro,recall_0,recall_1,recall_2,recall_macro,f1_0,f1_1,f1_2,f1_macro
glove,False,False,64,256,True,True,0.25,False,True,0.9721739130434782,0.9861878453038674,0.9215358931552587,0.8568935427574171,0.9215390937388478,0.9863312490911734,0.8817891373801917,0.8976234003656307,0.921914595612332,0.9862595419847328,0.9012244897959183,0.8767857142857143,0.9214232486887886
glove,False,False,128,32,True,True,0.25,False,True,0.30546583850931674,0.933857236411264,0.09375520399666944,0.9073359073359073,0.6449827825812803,0.20735785953177258,0.8993610223642172,0.8592321755027422,0.6553170191329106,0.3393622084721561,0.1698084753430855,0.8826291079812206,0.46393326393215406
glove,False,False,128,64,True,True,0.25,False,True,0.9725465838509316,0.9819728872223825,0.9210977701543739,0.9061913696060038,0.9364206756609201,0.9901119674276574,0.8578274760383386,0.8829981718464351,0.9103125384374771,0.9860256317428138,0.8883374689826303,0.8944444444444445,0.9229358483899629
glove,False,False,128,128,True,True,0.25,False,True,0.9741614906832298,0.9836846664741553,0.9385665529010239,0.8903345724907064,0.9375285972886284,0.9906936164025011,0.8785942492012779,0.8756855575868373,0.9149911410635387,0.9871767007172353,0.9075907590759076,0.8829493087557604,0.9259055895163012
glove,False,False,128,256,True,True,0.25,False,True,0.9670807453416149,0.985279113831803,0.9018612521150592,0.822742474916388,0.90329428028775,0.9829867674858223,0.8514376996805112,0.8994515539305301,0.9112920070322877,0.9841316057650313,0.8759244042728019,0.8593886462882095,0.906481552108681
glove,False,False,256,32,True,True,0.25,False,True,0.9699378881987578,0.9825018076644975,0.8985270049099836,0.8874045801526718,0.922811130909051,0.9879307837719936,0.8769968051118211,0.850091407678245,0.9050063321873533,0.9852088167053364,0.8876313662085691,0.8683473389355743,0.9137291739498266
glove,False,False,256,64,True,True,0.25,False,True,0.9715527950310558,0.9815668202764977,0.9241379310344827,0.8916349809885932,0.9324465774331911,0.9911298531336339,0.8562300319488818,0.8574040219378428,0.9015879690067862,0.9863251573692208,0.8888888888888888,0.8741845293569432,0.9164661918716842
glove,False,False,256,128,True,True,0.25,False,True,0.9714285714285714,0.9807027649769585,0.9300341296928327,0.8942307692307693,0.9349892213001868,0.9902573796713683,0.8706070287539937,0.850091407678245,0.9036519387012022,0.9854569133926632,0.8993399339933993,0.8716026241799438,0.9187998238553354
glove,False,False,256,256,True,True,0.25,False,True,0.9693167701863354,0.9812545061283345,0.9311594202898551,0.8596802841918295,0.9240314035366731,0.9895303184528137,0.8210862619808307,0.8848263254113345,0.8984809686149929,0.9853750362004053,0.8726655348047538,0.872072072072072,0.9100375476924104
glove,False,False,32,32,True,True,0.5,False,True,0.9705590062111801,0.9854608897935446,0.8793103448275862,0.8876404494382022,0.917470561353111,0.9856041878726188,0.8961661341853036,0.8665447897623401,0.9161050372734209,0.9855325336241365,0.8876582278481013,0.8769657724329325,0.9167188446350568
glove,False,False,32,64,True,True,0.5,False,True,0.9709316770186336,0.9858806404657933,0.8654434250764526,0.9068441064638784,0.9193893906687082,0.9848771266540642,0.9041533546325878,0.8720292504570384,0.9203532439145635,0.9853786280643049,0.884375,0.8890959925442684,0.9196165402028577
glove,False,False,32,128,True,True,0.5,False,True,0.9766459627329193,0.9856750108522645,0.9296482412060302,0.9132841328413284,0.9428691282998743,0.9905482041587902,0.8865814696485623,0.9049360146252285,0.9273552294775271,0.9881055990716564,0.9076042518397385,0.9090909090909091,0.9349335866674346
glove,False,False,32,256,True,True,0.5,False,True,0.9716770186335404,0.9843273835437527,0.9131886477462438,0.8785714285714286,0.9253624866204749,0.9863312490911734,0.8738019169329073,0.8994515539305301,0.9198615733182036,0.9853282975014527,0.8930612244897959,0.8888888888888888,0.9224261369600457
glove,False,False,64,32,True,True,0.5,False,True,0.970807453416149,0.9836326767091541,0.889967637540453,0.8977272727272727,0.9237758623256266,0.9874945470408608,0.8785942492012779,0.8665447897623401,0.910877862001493,0.9855598287497278,0.8842443729903537,0.8818604651162791,0.9172215556187869
glove,False,False,64,64,True,True,0.5,False,True,0.9715527950310558,0.9861737738320477,0.8933764135702746,0.8785714285714286,0.9193738719912504,0.985313363385197,0.8833865814696485,0.8994515539305301,0.9227171662617919,0.9857433808553971,0.8883534136546185,0.8888888888888888,0.9209952277996348
glove,False,False,64,128,True,True,0.5,False,True,0.9725465838509316,0.9883211678832117,0.8759571209800919,0.8903107861060329,0.9181963583231122,0.9844408899229316,0.9137380191693291,0.8903107861060329,0.9294965650660979,0.9863772127923071,0.8944487881157155,0.8903107861060328,0.9237122623380184
glove,False,False,64,256,True,True,0.5,False,True,0.9744099378881987,0.9863510962683316,0.8985736925515055,0.9097744360902256,0.9315664083033542,0.9877853715282827,0.9057507987220448,0.8848263254113345,0.9261208318872206,0.9870677128741645,0.9021479713603818,0.8971269694161261,0.9287808845502242
glove,False,False,128,32,True,True,0.5,False,True,0.9715527950310558,0.9874617291150314,0.8867924528301887,0.872072072072072,0.9154420846724308,0.9848771266540642,0.9009584664536742,0.8848263254113345,0.923553972839691,0.9861677344205008,0.8938193343898575,0.8784029038112522,0.9194633242072033
glove,False,False,128,64,True,True,0.5,False,True,0.9714285714285714,0.9880274492626661,0.8808777429467085,0.872113676731794,0.9136729563137228,0.9840046531917988,0.8977635782747604,0.8976234003656307,0.9264638772773965,0.9860119481276409,0.889240506329114,0.8846846846846848,0.9199790463804799
glove,False,False,128,128,True,True,0.5,False,True,0.9725465838509316,0.9839456175875037,0.9195979899497487,0.8849721706864564,0.929505259407903,0.9892394939653919,0.8769968051118211,0.8720292504570384,0.9127551831780837,0.986585454281778,0.8977923139820115,0.8784530386740331,0.9209436023126076
glove,False,False,128,256,True,True,0.5,False,True,0.9720496894409938,0.9857682253848388,0.9222972972972973,0.8583916083916084,0.9221523770245814,0.9870583103097281,0.8722044728434505,0.8976234003656307,0.9189620611729364,0.9864128460364746,0.896551724137931,0.8775692582663093,0.9201779428135716
glove,False,False,256,32,True,True,0.5,False,True,0.9730434782608696,0.9891970802919708,0.8775193798449612,0.8846846846846846,0.9171337149405389,0.985313363385197,0.9041533546325878,0.8976234003656307,0.9290300394611385,0.987251402345742,0.890637293469709,0.8911070780399274,0.9229985912851261
glove,False,False,256,64,True,True,0.5,False,True,0.9700621118012422,0.9829232995658466,0.8944805194805194,0.8893129770992366,0.9222389320485341,0.9876399592845717,0.8801916932907349,0.8519195612431444,0.9065837379394837,0.9852759846231958,0.8872785829307569,0.8702147525676938,0.9142564400405488
glove,False,False,256,128,True,True,0.5,False,True,0.9746583850931677,0.9862398609501738,0.9187817258883249,0.8900900900900901,0.9317038923095297,0.9901119674276574,0.8674121405750799,0.903107861060329,0.9202106563543554,0.9881721210362093,0.8923582580115037,0.8965517241379312,0.9256940343952147
glove,False,False,256,256,True,True,0.5,False,True,0.9746583850931677,0.9858032739388671,0.9173553719008265,0.8966789667896679,0.9332792042097872,0.9895303184528137,0.8865814696485623,0.8884826325411335,0.9215314735475032,0.9876632801161103,0.9017059301380992,0.8925619834710743,0.927310397908428
