embedding,stop_words,lemmatization,hidden_dim_1,hidden_dim_2,lstm_stack,dropout,dropout_rate,sample_weights,trainable,optimizer,time_distributed,accuracy,precision_0,precision_1,precision_2,precision_macro,recall_0,recall_1,recall_2,recall_macro,f1_0,f1_1,f1_2,f1_macro
glove,False,False,32,128,True,True,0.5,False,True,adam,True,0.971055900621118,0.9830508474576272,0.9212328767123288,0.8756660746003553,0.9266499329234371,0.9867674858223062,0.8594249201277955,0.9012797074954296,0.9158240378151771,0.9849056603773584,0.8892561983471075,0.8882882882882882,0.9208167156709179
glove,False,False,32,128,True,True,0.5,False,True,adam,False,0.9706832298136646,0.9802764180823496,0.9147826086956522,0.9054820415879017,0.9335136894553012,0.9901119674276574,0.8402555910543131,0.8756855575868373,0.9020177053562692,0.9851696447949071,0.8759367194004997,0.8903345724907062,0.9171469788953709
glove,False,False,32,128,True,True,0.5,False,True,rmsprop,True,0.9722981366459628,0.9857661583151779,0.88801261829653,0.8983050847457628,0.9240279537858237,0.9869128980660171,0.8993610223642172,0.8720292504570384,0.9194343902957577,0.9863391948844644,0.8936507936507937,0.8849721706864564,0.9216540530739049
glove,False,False,32,128,True,True,0.5,False,True,rmsprop,False,0.9716770186335404,0.9838009835117154,0.8892455858747994,0.9083820662768031,0.9271428785544393,0.989094081721681,0.8849840255591054,0.8519195612431444,0.908665889507977,0.9864404321659054,0.8871096877502002,0.879245283018868,0.9175984676449911
