embedding,stop_words,lemmatization,hidden_dim,lstm_stack,dropout,sample_weights,trainable,accuracy,precision_0,precision_1,precision_2,precision_macro,recall_0,recall_1,recall_2,recall_macro,f1_0,f1_1,f1_2,f1_macro
glove,False,False,32,False,True,False,True,0.964472049689441,0.9791907514450867,0.8888888888888888,0.8587155963302753,0.9089317455547503,0.985313363385197,0.8306709265175719,0.8555758683729433,0.8905200527585707,0.9822425164890918,0.8587943848059455,0.8571428571428572,0.8993932528126315
glove,False,False,32,False,True,False,False,0.9557763975155279,0.9764041690793284,0.8549488054607508,0.8057553956834532,0.8790361234078441,0.9808055838301585,0.8003194888178914,0.8190127970749543,0.8667126232410013,0.9785999274573811,0.8267326732673267,0.8123300090661832,0.8725542032636303
glove,False,True,64,True,True,True,True,0.28745341614906833,0.9662215239591516,0.0950204081632653,0.7699386503067485,0.6103935274763884,0.17885705976443217,0.9297124600638977,0.9177330895795247,0.6754342031359516,0.30184049079754605,0.17241890090356984,0.8373644703919934,0.43720795403103646
glove,False,True,64,True,True,True,False,0.25192546583850933,0.9935897435897436,0.09344756465175313,0.6276202219482121,0.5715525100632363,0.13523338665115603,0.9408945686900958,0.9305301645338209,0.6688860399583576,0.2380647638551133,0.17001010246788856,0.7496318114874816,0.3859022259368278
glove,False,True,64,True,True,False,True,0.9732919254658385,0.9884705195563339,0.8943217665615142,0.8776595744680851,0.920150620195311,0.9848771266540642,0.9057507987220448,0.9049360146252285,0.9318546466671126,0.9866705513875738,0.9,0.8910891089108911,0.925919886766155
glove,False,True,64,True,True,False,False,0.9678260869565217,0.987701317715959,0.8671875,0.8448275862068966,0.8999054679742852,0.9809509960738694,0.8865814696485623,0.8957952468007313,0.921109237507721,0.9843145837893047,0.8767772511848342,0.8695652173913043,0.9102190174551477
glove,False,True,64,False,True,True,True,0.2786335403726708,0.9701244813278008,0.09428431851489985,0.703125,0.5891779332809003,0.16998691289806603,0.9249201277955271,0.9049360146252285,0.6666143517729406,0.2892848304875031,0.17112457514408155,0.7913669064748201,0.4172587707021349
glove,False,True,64,False,True,True,False,0.2541614906832298,0.9816138917262512,0.0929451287793953,0.6146341463414634,0.5630643889490367,0.13974116620619456,0.9281150159744409,0.9213893967093236,0.6630818596299863,0.24465376782077394,0.16896902719208962,0.737381126554499,0.38366797385578755
glove,False,True,64,False,True,False,True,0.9654658385093168,0.9834278238116005,0.8758064516129033,0.8421052631578947,0.9004465128607996,0.983713828704377,0.8674121405750799,0.8482632541133455,0.8997964077976007,0.9835708054667054,0.8715890850722311,0.8451730418943534,0.9001109774777633
glove,False,True,64,False,True,False,False,0.9561490683229814,0.9870014771048744,0.8229007633587786,0.7616,0.8571674134878844,0.9716446124763705,0.8610223642172524,0.870201096892139,0.9009560245285874,0.9792628416501795,0.8415300546448087,0.8122866894197953,0.8776931952382613
glove,False,False,64,True,True,True,True,0.29391304347826086,0.9665144596651446,0.09588592034092772,0.8047244094488188,0.6223749298182971,0.184673549512869,0.9345047923322684,0.9341864716636198,0.6844549378362523,0.31009644732022956,0.1739259699717556,0.8646362098138748,0.44955287570195335
glove,False,False,64,True,True,True,False,0.26931677018633543,0.980909090909091,0.0941024814695456,0.678763440860215,0.5845916710796172,0.15689981096408318,0.9329073482428115,0.923217550274223,0.671008236493706,0.27052776733107686,0.17096018735362997,0.7823392718822618,0.40794240885565625
